season,round_number,voter,submitter,points,title,artist,submitted_obscurity,submitted_energy_pct,submitted_top_tag,spotify_uri
2,,gregamariani,"Sasha Mariana",1,"Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix","Jennifer Lopez, Jadakiss, Styles P",87,43,,spotify:track:4ZOyH6KjomjlqCz3oFqglr
2,,gregamariani,"Sasha Mariana",3,"I Will Survive",CAKE,35,46,,spotify:track:4THrHKyBL0yaDDw9yg37Zk
2,,gregamariani,"Sasha Mariana",2,Just,Radiohead,3,24,alternative,spotify:track:1dyTcli07c77mtQK3ahUZR
2,,gregamariani,"Sasha Mariana",5,"Enter Sandman (Remastered)",Metallica,6,53,,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ
2,,gregamariani,jellydru,1,"Great at Crime","OR3O, The Musical Ghost",98,44,,spotify:track:1vkgVKTsovqLrC4ZHREqXh
2,,gregamariani,jellydru,5,"(Don't Fear) The Reaper","Blue Öyster Cult",13,47,"classic rock",spotify:track:5QTxFnGygVM4jFQiBovmRo
2,,gregamariani,lorimariani,2,"Don't Stop Believin'",Journey,11,66,"classic rock",spotify:track:77NNZQSqzLNqh2A9JhLRkg
2,,gregamariani,lorimariani,3,"1979 - Remastered 2012","The Smashing Pumpkins",7,52,,spotify:track:5QLHGv0DfpeXLNFo7SFEy1
2,,gregamariani,lorimariani,2,Everlong,"Foo Fighters",1,81,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk
2,,gregamariani,lorimariani,5,"California Love - Original Version","2Pac, Roger, Dr. Dre",80,79,,spotify:track:3ia3dJETSOllPsv3LJkE35
2,,gregamariani,lorimariani,3,"Free Bird","Lynyrd Skynyrd",12,62,"classic rock",spotify:track:5EWPGh7jbTNO2wakv8LjUI
2,,gregamariani,lorimariani,4,"Breezin'","George Benson",56,47,,spotify:track:1m3BAsNsQAaSNMD2M6vlKY
2,,gregamariani,lorimariani,2,"Love Don't Cost a Thing","Jennifer Lopez",44,34,,spotify:track:1fgvJXlcZ7uIddMpqsqw0L
2,,gregamariani,lorimariani,2,"Killing Me Softly with His Song","Fugees, Ms. Lauryn Hill",79,32,,spotify:track:0EKow7JeCxHtweqQyVy5ko
2,,gregamariani,lorimariani,4,"Lose Yourself",Eminem,10,36,rap,spotify:track:5Z01UMMf7V1o0MzF86s6WJ
2,,gregamariani,margs,5,"Running Up That Hill (A Deal With God)","Kate Bush",5,42,80s,spotify:track:1PtQJZVZIdWIYdARpZRDFO
2,,gregamariani,margs,4,22,"Taylor Swift",19,32,pop,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA
2,,gregamariani,margs,4,"Dark Blue","Jack's Mannequin",40,52,,spotify:track:2XFOuxF5xUZ00RaVfaIdw2
2,,gregamariani,margs,2,"Sweet Child O' Mine","Guns N' Roses",4,25,rock,spotify:track:7snQQk1zcKl8gZ92AnueZW
2,,gregamariani,margs,3,"Theme From Jurassic Park","John Williams",58,16,,spotify:track:2TZbQZXOuR8osP2AK8yYMN
2,,gregamariani,margs,2,"I'm Real (feat. Ja Rule) - Murder Remix","Jennifer Lopez, Ja Rule",92,58,,spotify:track:6MLsahMK3VvH9NUwXOktdS
2,,gregamariani,margs,5,"Piano Man","Billy Joel",10,31,"classic rock",spotify:track:70C4NyhjD5OZUMzvWZ3njJ
2,,gregamariani,margs,2,"Yeah! (feat. Lil Jon & Ludacris)","USHER, Lil Jon, Ludacris",78,59,,spotify:track:5rb9QrpfcKFHM1EUbSIurX
2,,gregamariani,missmara,1,"Rebel Gene","Thomas Mudrick",93,59,,spotify:track:0coiC3yiiQVSqbGBNzNgkr
2,,gregamariani,missmara,4,"Song 2 - 2012 Remaster",Blur,10,62,rock,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
2,,gregamariani,missmara,3,"Osaka Loop Line",Discovery,57,88,,spotify:track:5FhR3iMNhjkDDJYvS6e2wP
2,,gregamariani,missmara,2,Criminal,"Fiona Apple",19,72,"female vocalists",spotify:track:6PNvv1dmDbOWrAYwEcuKBX
2,,gregamariani,missmara,6,"Lake Of Fire - Live",Nirvana,31,36,,spotify:track:4UJmPSJsBsIR1U0N79BU1g
2,,gregamariani,mmariani13,1,"Hide and Seek","Imogen Heap",14,35,,spotify:track:2Ac0Zn3FYbXjdjEsIpWThz
2,,gregamariani,mmariani13,4,"2000 Light Years Away","Green Day",51,83,,spotify:track:6pM25DLzJb5oWj74d3ElXI
2,,gregamariani,mmariani13,3,"River Of Deceit","Mad Season",46,23,,spotify:track:3e2fDgC93LGc9Lbdvr6I9k
2,,gregamariani,mmariani13,3,"Frances Farmer Will Have Her Revenge On Seattle",Nirvana,29,52,,spotify:track:06B04lID9HGPwPWwBkTQfU
2,,gregamariani,mmariani13,3,"Gold Digger","Kanye West, Jamie Foxx",7,41,Hip-Hop,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ
2,,gregamariani,mmariani13,3,Hallelujah,"Jeff Buckley",12,25,beautiful,spotify:track:3pRaLNL3b8x5uBOcsgvdqM
2,,gregamariani,mmariani13,6,Bullion,Millencolin,63,56,,spotify:track:5HYdtUpSLQHXfrCGlK5nPu
2,,jellydru,Kristin,1,"867-5309 / Jenny","Tommy Tutone",57,42,,spotify:track:6iX1f3r7oUJnMbGgQ2gx1j
2,,jellydru,Kristin,1,"Empire State Of Mind","JAŸ-Z, Alicia Keys",90,47,,spotify:track:2igwFfvr1OAGX9SKDCPBwO
2,,jellydru,Kristin,3,"The Pink Panther Theme - From ""The Pink Panther""","Henry Mancini, Plas Johnson",97,45,,spotify:track:0juPSJLFnLFim7BK6VzTes
2,,jellydru,Mashew,2,"Hockey Monkey","The Zambonis, James Kochalka",100,41,,spotify:track:2lkQ0RO3LVX2L4g4wz5fSO
2,,jellydru,Mashew,2,"I'm Shipping Up To Boston","Dropkick Murphys",26,72,,spotify:track:7rSERmjAT38lC5QhJ8hnQc
2,,jellydru,Mashew,3,Undertale,"Toby Fox",49,47,,spotify:track:2FZ99j224ohiGLavqjijza
2,,jellydru,Ronm,1,"Going to California - Remaster","Led Zeppelin",31,26,,spotify:track:70gbuMqwNBE2Y5rkQJE9By
2,,jellydru,Ronm,3,"Me and Bobby McGee","Janis Joplin",34,37,,spotify:track:1IqFh00G2kvvMm8pRMpehA
2,,jellydru,Ronm,1,Jessica,"Allman Brothers Band",53,34,,spotify:track:2tVQhBSJ1SQtb4gX0taaiR
2,,jellydru,"Sasha Mariana",5,"Ain't Got Rhythm","Phineas, Sherman",94,35,,spotify:track:41vXrvl9HIfUpijbIgi5R6
2,,jellydru,"Sasha Mariana",3,505,"Arctic Monkeys",0,75,"indie rock",spotify:track:58ge6dfP91o9oXMzq3XkIS
2,,jellydru,"Sasha Mariana",4,Africa,TOTO,6,53,80s,spotify:track:2374M0fQpWi3dLnB54qaLX
2,,jellydru,"Sasha Mariana",3,"Lost Woods (From ""Legend of Zelda: Ocarina of Time"")","Koji Kondo, OST Remastered",97,31,,spotify:track:7qQlZvDKyqZKsjLdiezLju
2,,jellydru,gregamariani,1,"With A Little Help From My Friends - Remastered 2009","The Beatles",31,42,,spotify:track:2RnPATK99oGOZygnD2GTO6
2,,jellydru,gregamariani,7,"99 Luftballons",Nena,22,21,80s,spotify:track:2IJftBfq7pJ43tfnOR0RB3
2,,jellydru,gregamariani,2,"Beverly Hills",Weezer,21,70,"alternative rock",spotify:track:1yKu2MhpwzDXXH2tzG6xoa
2,,jellydru,gregamariani,1,"Linus And Lucy","Vince Guaraldi Trio",47,16,,spotify:track:5N96qwzTDhbf2y6FWAVz4c
2,,jellydru,lorimariani,4,"Don't Stop Believin'",Journey,11,66,"classic rock",spotify:track:77NNZQSqzLNqh2A9JhLRkg
2,,jellydru,lorimariani,3,"1979 - Remastered 2012","The Smashing Pumpkins",7,52,,spotify:track:5QLHGv0DfpeXLNFo7SFEy1
2,,jellydru,lorimariani,1,"California Love - Original Version","2Pac, Roger, Dr. Dre",80,79,,spotify:track:3ia3dJETSOllPsv3LJkE35
2,,jellydru,lorimariani,3,"Breezin'","George Benson",56,47,,spotify:track:1m3BAsNsQAaSNMD2M6vlKY
2,,jellydru,margs,1,"Running Up That Hill (A Deal With God)","Kate Bush",5,42,80s,spotify:track:1PtQJZVZIdWIYdARpZRDFO
2,,jellydru,margs,1,22,"Taylor Swift",19,32,pop,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA
2,,jellydru,margs,2,Vienna,"Billy Joel",6,38,"classic rock",spotify:track:4U45aEWtQhrm8A5mxPaFZ7
2,,jellydru,missmara,2,"Rebel Gene","Thomas Mudrick",93,59,,spotify:track:0coiC3yiiQVSqbGBNzNgkr
2,,jellydru,missmara,1,"Song 2 - 2012 Remaster",Blur,10,62,rock,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
2,,jellydru,missmara,2,Cayucos,Cayucas,67,46,,spotify:track:5VUe6B0429dz4a4yysYZS1
2,,jellydru,missmara,3,"BATTLE WITHOUT HONOR OR HUMANITY",HOTEI,66,90,,spotify:track:0PH3OkM1QnIyb44VhFVbca
2,,jellydru,mmariani13,1,"Hide and Seek","Imogen Heap",14,35,,spotify:track:2Ac0Zn3FYbXjdjEsIpWThz
2,,jellydru,mmariani13,1,"2000 Light Years Away","Green Day",51,83,,spotify:track:6pM25DLzJb5oWj74d3ElXI
2,,lorimariani,Kristin,1,"I'll Be There for You - Theme From ""Friends""","The Rembrandts",60,64,,spotify:track:15tHagkk8z306XkyOHqiip
2,,lorimariani,Kristin,0,"867-5309 / Jenny","Tommy Tutone",57,42,,spotify:track:6iX1f3r7oUJnMbGgQ2gx1j
2,,lorimariani,Kristin,1,"Hunger Strike","Temple Of The Dog",32,68,Grunge,spotify:track:0W7AbEauB7cP4pidLclApe
2,,lorimariani,Kristin,2,Barracuda,Heart,21,32,"classic rock",spotify:track:4KfSdst7rW39C0sfhArdrz
2,,lorimariani,Kristin,1,"The Pink Panther Theme - From ""The Pink Panther""","Henry Mancini, Plas Johnson",97,45,,spotify:track:0juPSJLFnLFim7BK6VzTes
2,,lorimariani,Kristin,1,"Waiting for Tonight","Jennifer Lopez",44,16,,spotify:track:5yaCquc7koPqtgj7v0lwHX
2,,lorimariani,Kristin,3,"Crazy Train","Ozzy Osbourne",14,69,"heavy metal",spotify:track:7ACxUo21jtTHzy7ZEV56vU
2,,lorimariani,Kristin,1,Firestarter,"The Prodigy",26,19,electronic,spotify:track:1auX4gkGe7hbrOH0BXdpV4
2,,lorimariani,Mashew,1,"Sweet Avenue","Jets To Brazil",63,60,,spotify:track:5MtYwSungnCDRopSOVlzFh
2,,lorimariani,Mashew,1,"Vasoline - 2019 Remaster","Stone Temple Pilots",46,63,,spotify:track:4fjsOdrWMaKf70x21h5XbX
2,,lorimariani,Mashew,1,Undertale,"Toby Fox",49,47,,spotify:track:2FZ99j224ohiGLavqjijza
2,,lorimariani,Mashew,3,"Bidi Bidi Bom Bom",Selena,56,97,,spotify:track:0o9Vr0BGIQPh32staLHcuU
2,,lorimariani,Mashew,2,"Feel the Pain","Dinosaur Jr.",42,25,,spotify:track:6xUMt58RCX98m7g0KcMwAS
2,,lorimariani,Mashew,1,Chanbara,"At the Drive-In",60,54,,spotify:track:5Gh7uZTnZx3bpCyGaY7wpt
2,,lorimariani,Ronm,7,"Going to California - Remaster","Led Zeppelin",31,26,,spotify:track:70gbuMqwNBE2Y5rkQJE9By
2,,lorimariani,Ronm,5,"Funk #49","James Gang",59,34,,spotify:track:5h6SovHOYpIMlAkafxcbq3
2,,lorimariani,Ronm,6,"End Of The Line","Traveling Wilburys",49,64,,spotify:track:4HA2jo7wkMdN1lmLO6ryzE
2,,lorimariani,Ronm,3,"Me and Bobby McGee","Janis Joplin",34,37,,spotify:track:1IqFh00G2kvvMm8pRMpehA
2,,lorimariani,Ronm,5,"Smoke on the Water","Deep Purple",23,61,,spotify:track:5SAUIWdZ04OxYfJFDchC7S
2,,lorimariani,Ronm,4,Jessica,"Allman Brothers Band",53,34,,spotify:track:2tVQhBSJ1SQtb4gX0taaiR
2,,lorimariani,Ronm,4,"Angel Eyes","Tamara Walker",95,64,,spotify:track:1Tim3HlIUPKjpSePxxfTYB
2,,lorimariani,Ronm,5,Hurt,"Johnny Cash",9,47,country,spotify:track:28cnXtME493VX9NOw9cIUh
2,,lorimariani,Ronm,3,"Fortunate Son","Creedence Clearwater Revival",6,56,"classic rock",spotify:track:4BP3uh0hFLFRb5cjsgLqDh
2,,lorimariani,Ronm,3,"30 Days In The Hole","Humble Pie",70,100,,spotify:track:3KG03fcha5gJBLyze9919W
2,,lorimariani,"Sasha Mariana",2,"Ain't Got Rhythm","Phineas, Sherman",94,35,,spotify:track:41vXrvl9HIfUpijbIgi5R6
2,,lorimariani,"Sasha Mariana",2,"Black Swan","Thom Yorke",29,83,,spotify:track:3R7bfoEKPkxaukeC3ZSn4o
2,,lorimariani,"Sasha Mariana",3,Africa,TOTO,6,53,80s,spotify:track:2374M0fQpWi3dLnB54qaLX
2,,lorimariani,"Sasha Mariana",1,"Smells Like Teen Spirit",Nirvana,1,68,Grunge,spotify:track:5ghIJDpPoe3CfHMGu71E6T
2,,lorimariani,"Sasha Mariana",3,"Lost Woods (From ""Legend of Zelda: Ocarina of Time"")","Koji Kondo, OST Remastered",97,31,,spotify:track:7qQlZvDKyqZKsjLdiezLju
2,,lorimariani,"Sasha Mariana",2,"Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix","Jennifer Lopez, Jadakiss, Styles P",87,43,,spotify:track:4ZOyH6KjomjlqCz3oFqglr
2,,lorimariani,"Sasha Mariana",3,"I Will Survive",CAKE,35,46,,spotify:track:4THrHKyBL0yaDDw9yg37Zk
2,,lorimariani,"Sasha Mariana",2,"Enter Sandman (Remastered)",Metallica,6,53,,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ
2,,lorimariani,gregamariani,0,"With A Little Help From My Friends - Remastered 2009","The Beatles",31,42,,spotify:track:2RnPATK99oGOZygnD2GTO6
2,,lorimariani,gregamariani,1,"99 Luftballons",Nena,22,21,80s,spotify:track:2IJftBfq7pJ43tfnOR0RB3
2,,lorimariani,gregamariani,2,"Beverly Hills",Weezer,21,70,"alternative rock",spotify:track:1yKu2MhpwzDXXH2tzG6xoa
2,,lorimariani,gregamariani,1,"Knights of Cydonia",Muse,8,55,"alternative rock",spotify:track:7ouMYWpwJ422jRcDASZB7P
2,,lorimariani,gregamariani,3,"Linus And Lucy","Vince Guaraldi Trio",47,16,,spotify:track:5N96qwzTDhbf2y6FWAVz4c
2,,lorimariani,gregamariani,1,"Sway - From ""Shall We Dance""","Movie Sounds Unlimited",96,43,,spotify:track:7ipoen14ur2ThMyvYyPjWz
2,,lorimariani,gregamariani,3,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic",61,51,,spotify:track:5r96TaQquRrlo3Ym3ZlSL2
2,,lorimariani,gregamariani,2,"Can't Stop","Red Hot Chili Peppers",3,46,rock,spotify:track:4BcS4LomxUnQpzx4hCaJTs
2,,lorimariani,gregamariani,4,Mother,Danzig,23,39,"hard rock",spotify:track:7txxAtOMwLLnQTpKeBL6bp
2,,lorimariani,jellydru,2,"Great at Crime","OR3O, The Musical Ghost",98,44,,spotify:track:1vkgVKTsovqLrC4ZHREqXh
2,,lorimariani,jellydru,3,"2econd-2ight-2eer (that was fun, goodbye.)","Will Wood",41,61,,spotify:track:4TscdmeSTKo5FOP8ZS6zP1
2,,lorimariani,jellydru,3,"Naked In Manhattan","Chappell Roan",9,77,pop,spotify:track:3y4W93JOKprkNgdnTaDvTF
2,,lorimariani,jellydru,2,"(Don't Fear) The Reaper","Blue Öyster Cult",13,47,"classic rock",spotify:track:5QTxFnGygVM4jFQiBovmRo
2,,lorimariani,jellydru,2,Twinklestar,"Snail's House",80,72,,spotify:track:7lXPGJoT9sPDvlSur02LiE
2,,lorimariani,jellydru,1,"Pinned My Dreams On A Shooting Star",Worthikids,79,100,,spotify:track:7JnawDlUpjOYhxnZcUdGZ7
2,,lorimariani,margs,3,"Running Up That Hill (A Deal With God)","Kate Bush",5,42,80s,spotify:track:1PtQJZVZIdWIYdARpZRDFO
2,,lorimariani,margs,3,22,"Taylor Swift",19,32,pop,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA
2,,lorimariani,margs,3,"Dark Blue","Jack's Mannequin",40,52,,spotify:track:2XFOuxF5xUZ00RaVfaIdw2
2,,lorimariani,margs,3,Vienna,"Billy Joel",6,38,"classic rock",spotify:track:4U45aEWtQhrm8A5mxPaFZ7
2,,lorimariani,margs,2,"Sweet Child O' Mine","Guns N' Roses",4,25,rock,spotify:track:7snQQk1zcKl8gZ92AnueZW
2,,lorimariani,margs,2,"Theme From Jurassic Park","John Williams",58,16,,spotify:track:2TZbQZXOuR8osP2AK8yYMN
2,,lorimariani,margs,3,"I'm Real (feat. Ja Rule) - Murder Remix","Jennifer Lopez, Ja Rule",92,58,,spotify:track:6MLsahMK3VvH9NUwXOktdS
2,,lorimariani,margs,6,"I Wanna Dance With Somebody (Live)","Ben Rector",92,39,,spotify:track:6JuPPW11wSDBELUZ9CSHu1
2,,lorimariani,margs,2,"Piano Man","Billy Joel",10,31,"classic rock",spotify:track:70C4NyhjD5OZUMzvWZ3njJ
2,,lorimariani,margs,3,"Yeah! (feat. Lil Jon & Ludacris)","USHER, Lil Jon, Ludacris",78,59,,spotify:track:5rb9QrpfcKFHM1EUbSIurX
2,,lorimariani,missmara,2,"Rebel Gene","Thomas Mudrick",93,59,,spotify:track:0coiC3yiiQVSqbGBNzNgkr
2,,lorimariani,missmara,2,"Song 2 - 2012 Remaster",Blur,10,62,rock,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
2,,lorimariani,missmara,2,"Osaka Loop Line",Discovery,57,88,,spotify:track:5FhR3iMNhjkDDJYvS6e2wP
2,,lorimariani,missmara,3,Cayucos,Cayucas,67,46,,spotify:track:5VUe6B0429dz4a4yysYZS1
2,,lorimariani,missmara,2,"Come Out and Play","The Offspring",25,78,"punk rock",spotify:track:5JJDu0Z5DKe7mR31MGksSg
2,,lorimariani,missmara,1,"BATTLE WITHOUT HONOR OR HUMANITY",HOTEI,66,90,,spotify:track:0PH3OkM1QnIyb44VhFVbca
2,,lorimariani,missmara,1,Criminal,"Fiona Apple",19,72,"female vocalists",spotify:track:6PNvv1dmDbOWrAYwEcuKBX
2,,lorimariani,missmara,2,"Shimmy Shimmy Ya","Ol' Dirty Bastard",40,86,,spotify:track:3ABG1UQTk0eLYUAeWkmfMi
2,,lorimariani,missmara,1,"Leaving The Light","Genesis Owusu",68,86,,spotify:track:35nOLWeyoXbZvhcczCzQit
2,,lorimariani,mmariani13,3,"2000 Light Years Away","Green Day",51,83,,spotify:track:6pM25DLzJb5oWj74d3ElXI
2,,lorimariani,mmariani13,2,"River Of Deceit","Mad Season",46,23,,spotify:track:3e2fDgC93LGc9Lbdvr6I9k
2,,lorimariani,mmariani13,1,"Chop Suey!","System Of A Down",1,51,"alternative metal",spotify:track:2DlHlPMa4M17kufBvI2lEN
2,,lorimariani,mmariani13,2,"Gold Digger","Kanye West, Jamie Foxx",7,41,Hip-Hop,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ
2,,lorimariani,mmariani13,3,"Let's Go Crazy",Prince,42,43,,spotify:track:6FMIVQPZg9cmMY8hPxAacD
2,,lorimariani,mmariani13,1,Bullion,Millencolin,63,56,,spotify:track:5HYdtUpSLQHXfrCGlK5nPu
2,,margs,Kristin,3,"Hunger Strike","Temple Of The Dog",32,68,Grunge,spotify:track:0W7AbEauB7cP4pidLclApe
2,,margs,Kristin,1,"Empire State Of Mind","JAŸ-Z, Alicia Keys",90,47,,spotify:track:2igwFfvr1OAGX9SKDCPBwO
2,,margs,Kristin,1,Barracuda,Heart,21,32,"classic rock",spotify:track:4KfSdst7rW39C0sfhArdrz
2,,margs,Kristin,1,"The Pink Panther Theme - From ""The Pink Panther""","Henry Mancini, Plas Johnson",97,45,,spotify:track:0juPSJLFnLFim7BK6VzTes
2,,margs,Kristin,4,"Waiting for Tonight","Jennifer Lopez",44,16,,spotify:track:5yaCquc7koPqtgj7v0lwHX
2,,margs,Kristin,1,"Nothing Compares 2 U - Live At SiriusXM/2015","Chris Cornell",68,44,,spotify:track:0tUELgOuOJ3KCsYMDDsNvD
2,,margs,Kristin,4,"Crazy Train","Ozzy Osbourne",14,69,"heavy metal",spotify:track:7ACxUo21jtTHzy7ZEV56vU
2,,margs,Mashew,1,"Hockey Monkey","The Zambonis, James Kochalka",100,41,,spotify:track:2lkQ0RO3LVX2L4g4wz5fSO
2,,margs,Mashew,2,"Sweet Avenue","Jets To Brazil",63,60,,spotify:track:5MtYwSungnCDRopSOVlzFh
2,,margs,Mashew,2,"I'm Shipping Up To Boston","Dropkick Murphys",26,72,,spotify:track:7rSERmjAT38lC5QhJ8hnQc
2,,margs,Mashew,1,"Vasoline - 2019 Remaster","Stone Temple Pilots",46,63,,spotify:track:4fjsOdrWMaKf70x21h5XbX
2,,margs,Mashew,3,Undertale,"Toby Fox",49,47,,spotify:track:2FZ99j224ohiGLavqjijza
2,,margs,Mashew,5,"Bidi Bidi Bom Bom",Selena,56,97,,spotify:track:0o9Vr0BGIQPh32staLHcuU
2,,margs,Mashew,3,"Me and Julio Down by the Schoolyard","Me First and the Gimme Gimmes",81,74,,spotify:track:0KGr1YuoGsLL1mZV0DK8go
2,,margs,Mashew,2,"Feel the Pain","Dinosaur Jr.",42,25,,spotify:track:6xUMt58RCX98m7g0KcMwAS
2,,margs,Ronm,4,"Going to California - Remaster","Led Zeppelin",31,26,,spotify:track:70gbuMqwNBE2Y5rkQJE9By
2,,margs,Ronm,3,"Funk #49","James Gang",59,34,,spotify:track:5h6SovHOYpIMlAkafxcbq3
2,,margs,Ronm,2,"End Of The Line","Traveling Wilburys",49,64,,spotify:track:4HA2jo7wkMdN1lmLO6ryzE
2,,margs,Ronm,4,"Me and Bobby McGee","Janis Joplin",34,37,,spotify:track:1IqFh00G2kvvMm8pRMpehA
2,,margs,Ronm,1,"Smoke on the Water","Deep Purple",23,61,,spotify:track:5SAUIWdZ04OxYfJFDchC7S
2,,margs,Ronm,2,Jessica,"Allman Brothers Band",53,34,,spotify:track:2tVQhBSJ1SQtb4gX0taaiR
2,,margs,Ronm,2,Hurt,"Johnny Cash",9,47,country,spotify:track:28cnXtME493VX9NOw9cIUh
2,,margs,Ronm,5,"Fortunate Son","Creedence Clearwater Revival",6,56,"classic rock",spotify:track:4BP3uh0hFLFRb5cjsgLqDh
2,,margs,"Sasha Mariana",2,505,"Arctic Monkeys",0,75,"indie rock",spotify:track:58ge6dfP91o9oXMzq3XkIS
2,,margs,"Sasha Mariana",1,Africa,TOTO,6,53,80s,spotify:track:2374M0fQpWi3dLnB54qaLX
2,,margs,"Sasha Mariana",3,"Smells Like Teen Spirit",Nirvana,1,68,Grunge,spotify:track:5ghIJDpPoe3CfHMGu71E6T
2,,margs,"Sasha Mariana",4,"Lost Woods (From ""Legend of Zelda: Ocarina of Time"")","Koji Kondo, OST Remastered",97,31,,spotify:track:7qQlZvDKyqZKsjLdiezLju
2,,margs,"Sasha Mariana",4,"Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix","Jennifer Lopez, Jadakiss, Styles P",87,43,,spotify:track:4ZOyH6KjomjlqCz3oFqglr
2,,margs,"Sasha Mariana",4,"I Will Survive",CAKE,35,46,,spotify:track:4THrHKyBL0yaDDw9yg37Zk
2,,margs,"Sasha Mariana",4,"Enter Sandman (Remastered)",Metallica,6,53,,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ
2,,margs,gregamariani,5,"With A Little Help From My Friends - Remastered 2009","The Beatles",31,42,,spotify:track:2RnPATK99oGOZygnD2GTO6
2,,margs,gregamariani,1,"99 Luftballons",Nena,22,21,80s,spotify:track:2IJftBfq7pJ43tfnOR0RB3
2,,margs,gregamariani,4,"I Feel So","Box Car Racer",48,83,,spotify:track:1Igy3egsujfV4WphlW0B7K
2,,margs,gregamariani,3,"Beverly Hills",Weezer,21,70,"alternative rock",spotify:track:1yKu2MhpwzDXXH2tzG6xoa
2,,margs,gregamariani,3,"Linus And Lucy","Vince Guaraldi Trio",47,16,,spotify:track:5N96qwzTDhbf2y6FWAVz4c
2,,margs,gregamariani,3,"Can't Stop","Red Hot Chili Peppers",3,46,rock,spotify:track:4BcS4LomxUnQpzx4hCaJTs
2,,margs,gregamariani,3,Mother,Danzig,23,39,"hard rock",spotify:track:7txxAtOMwLLnQTpKeBL6bp
2,,margs,jellydru,2,"Great at Crime","OR3O, The Musical Ghost",98,44,,spotify:track:1vkgVKTsovqLrC4ZHREqXh
2,,margs,jellydru,1,"Naked In Manhattan","Chappell Roan",9,77,pop,spotify:track:3y4W93JOKprkNgdnTaDvTF
2,,margs,jellydru,3,"(Don't Fear) The Reaper","Blue Öyster Cult",13,47,"classic rock",spotify:track:5QTxFnGygVM4jFQiBovmRo
2,,margs,jellydru,2,"Pinned My Dreams On A Shooting Star",Worthikids,79,100,,spotify:track:7JnawDlUpjOYhxnZcUdGZ7
2,,margs,lorimariani,3,"Don't Stop Believin'",Journey,11,66,"classic rock",spotify:track:77NNZQSqzLNqh2A9JhLRkg
2,,margs,lorimariani,5,"1979 - Remastered 2012","The Smashing Pumpkins",7,52,,spotify:track:5QLHGv0DfpeXLNFo7SFEy1
2,,margs,lorimariani,3,Everlong,"Foo Fighters",1,81,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk
2,,margs,lorimariani,4,"California Love - Original Version","2Pac, Roger, Dr. Dre",80,79,,spotify:track:3ia3dJETSOllPsv3LJkE35
2,,margs,lorimariani,3,"Free Bird","Lynyrd Skynyrd",12,62,"classic rock",spotify:track:5EWPGh7jbTNO2wakv8LjUI
2,,margs,lorimariani,3,"Breezin'","George Benson",56,47,,spotify:track:1m3BAsNsQAaSNMD2M6vlKY
2,,margs,lorimariani,4,"Love Don't Cost a Thing","Jennifer Lopez",44,34,,spotify:track:1fgvJXlcZ7uIddMpqsqw0L
2,,margs,lorimariani,4,"Killing Me Softly with His Song","Fugees, Ms. Lauryn Hill",79,32,,spotify:track:0EKow7JeCxHtweqQyVy5ko
2,,margs,lorimariani,3,"Sweet Child O' Mine","Guns N' Roses",4,25,rock,spotify:track:7snQQk1zcKl8gZ92AnueZW
2,,margs,lorimariani,5,"Lose Yourself",Eminem,10,36,rap,spotify:track:5Z01UMMf7V1o0MzF86s6WJ
2,,margs,missmara,1,"Rebel Gene","Thomas Mudrick",93,59,,spotify:track:0coiC3yiiQVSqbGBNzNgkr
2,,margs,missmara,2,"Song 2 - 2012 Remaster",Blur,10,62,rock,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
2,,margs,missmara,1,"Osaka Loop Line",Discovery,57,88,,spotify:track:5FhR3iMNhjkDDJYvS6e2wP
2,,margs,missmara,1,Cayucos,Cayucas,67,46,,spotify:track:5VUe6B0429dz4a4yysYZS1
2,,margs,missmara,4,"Come Out and Play","The Offspring",25,78,"punk rock",spotify:track:5JJDu0Z5DKe7mR31MGksSg
2,,margs,missmara,1,"BATTLE WITHOUT HONOR OR HUMANITY",HOTEI,66,90,,spotify:track:0PH3OkM1QnIyb44VhFVbca
2,,margs,mmariani13,1,"Hide and Seek","Imogen Heap",14,35,,spotify:track:2Ac0Zn3FYbXjdjEsIpWThz
2,,margs,mmariani13,4,"2000 Light Years Away","Green Day",51,83,,spotify:track:6pM25DLzJb5oWj74d3ElXI
2,,margs,mmariani13,2,"River Of Deceit","Mad Season",46,23,,spotify:track:3e2fDgC93LGc9Lbdvr6I9k
