season,round_number,voter,submitter,points,title,artist,submitted_obscurity,submitted_energy_pct,submitted_top_tag,spotify_uri
2,,Mashew,jellydru,1,"Great at Crime","OR3O, The Musical Ghost",98,44,,spotify:track:1vkgVKTsovqLrC4ZHREqXh
2,,Mashew,jellydru,1,"Naked In Manhattan","Chappell Roan",9,77,pop,spotify:track:3y4W93JOKprkNgdnTaDvTF
2,,Mashew,jellydru,1,Twinklestar,"Snail's House",80,72,,spotify:track:7lXPGJoT9sPDvlSur02LiE
2,,Mashew,lorimariani,4,"Don't Stop Believin'",Journey,11,66,"classic rock",spotify:track:77NNZQSqzLNqh2A9JhLRkg
2,,Mashew,lorimariani,2,"1979 - Remastered 2012","The Smashing Pumpkins",7,52,,spotify:track:5QLHGv0DfpeXLNFo7SFEy1
2,,Mashew,lorimariani,1,Everlong,"Foo Fighters",1,81,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk
2,,Mashew,lorimariani,4,"California Love - Original Version","2Pac, Roger, Dr. Dre",80,79,,spotify:track:3ia3dJETSOllPsv3LJkE35
2,,Mashew,lorimariani,2,"Breezin'","George Benson",56,47,,spotify:track:1m3BAsNsQAaSNMD2M6vlKY
2,,Mashew,lorimariani,2,"Love Don't Cost a Thing","Jennifer Lopez",44,34,,spotify:track:1fgvJXlcZ7uIddMpqsqw0L
2,,Mashew,lorimariani,4,"Killing Me Softly with His Song","Fugees, Ms. Lauryn Hill",79,32,,spotify:track:0EKow7JeCxHtweqQyVy5ko
2,,Mashew,margs,1,"Running Up That Hill (A Deal With God)","Kate Bush",5,42,80s,spotify:track:1PtQJZVZIdWIYdARpZRDFO
2,,Mashew,margs,1,22,"Taylor Swift",19,32,pop,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA
2,,Mashew,margs,1,"Dark Blue","Jack's Mannequin",40,52,,spotify:track:2XFOuxF5xUZ00RaVfaIdw2
2,,Mashew,margs,1,"Sweet Child O' Mine","Guns N' Roses",4,25,rock,spotify:track:7snQQk1zcKl8gZ92AnueZW
2,,Mashew,margs,1,"Theme From Jurassic Park","John Williams",58,16,,spotify:track:2TZbQZXOuR8osP2AK8yYMN
2,,Mashew,margs,1,"I Wanna Dance With Somebody (Live)","Ben Rector",92,39,,spotify:track:6JuPPW11wSDBELUZ9CSHu1
2,,Mashew,margs,1,"Yeah! (feat. Lil Jon & Ludacris)","USHER, Lil Jon, Ludacris",78,59,,spotify:track:5rb9QrpfcKFHM1EUbSIurX
2,,Mashew,missmara,4,"Rebel Gene","Thomas Mudrick",93,59,,spotify:track:0coiC3yiiQVSqbGBNzNgkr
2,,Mashew,missmara,6,"Song 2 - 2012 Remaster",Blur,10,62,rock,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
2,,Mashew,missmara,5,"Osaka Loop Line",Discovery,57,88,,spotify:track:5FhR3iMNhjkDDJYvS6e2wP
2,,Mashew,missmara,5,Cayucos,Cayucas,67,46,,spotify:track:5VUe6B0429dz4a4yysYZS1
2,,Mashew,missmara,5,"Come Out and Play","The Offspring",25,78,"punk rock",spotify:track:5JJDu0Z5DKe7mR31MGksSg
2,,Mashew,missmara,4,"BATTLE WITHOUT HONOR OR HUMANITY",HOTEI,66,90,,spotify:track:0PH3OkM1QnIyb44VhFVbca
2,,Mashew,missmara,4,Criminal,"Fiona Apple",19,72,"female vocalists",spotify:track:6PNvv1dmDbOWrAYwEcuKBX
2,,Mashew,missmara,5,"Lake Of Fire - Live",Nirvana,31,36,,spotify:track:4UJmPSJsBsIR1U0N79BU1g
2,,Mashew,missmara,6,"Leaving The Light","Genesis Owusu",68,86,,spotify:track:35nOLWeyoXbZvhcczCzQit
2,,Mashew,mmariani13,4,"Hide and Seek","Imogen Heap",14,35,,spotify:track:2Ac0Zn3FYbXjdjEsIpWThz
2,,Mashew,mmariani13,5,"2000 Light Years Away","Green Day",51,83,,spotify:track:6pM25DLzJb5oWj74d3ElXI
2,,Mashew,mmariani13,2,"River Of Deceit","Mad Season",46,23,,spotify:track:3e2fDgC93LGc9Lbdvr6I9k
2,,Mashew,mmariani13,4,"Frances Farmer Will Have Her Revenge On Seattle",Nirvana,29,52,,spotify:track:06B04lID9HGPwPWwBkTQfU
2,,Mashew,mmariani13,5,"Chop Suey!","System Of A Down",1,51,"alternative metal",spotify:track:2DlHlPMa4M17kufBvI2lEN
2,,Mashew,mmariani13,3,"Star Spangled Banner - Live at The Woodstock Music & Art Fair, August 18, 1969","Jimi Hendrix",69,100,,spotify:track:5nJ9WqiiVz9Rz6a2xLhHlZ
2,,Mashew,mmariani13,4,"Gold Digger","Kanye West, Jamie Foxx",7,41,Hip-Hop,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ
2,,Mashew,mmariani13,2,Hallelujah,"Jeff Buckley",12,25,beautiful,spotify:track:3pRaLNL3b8x5uBOcsgvdqM
2,,Mashew,mmariani13,5,Bullion,Millencolin,63,56,,spotify:track:5HYdtUpSLQHXfrCGlK5nPu
2,,Ronm,Kristin,3,"I'll Be There for You - Theme From ""Friends""","The Rembrandts",60,64,,spotify:track:15tHagkk8z306XkyOHqiip
2,,Ronm,Kristin,2,"867-5309 / Jenny","Tommy Tutone",57,42,,spotify:track:6iX1f3r7oUJnMbGgQ2gx1j
2,,Ronm,Kristin,5,"Hunger Strike","Temple Of The Dog",32,68,Grunge,spotify:track:0W7AbEauB7cP4pidLclApe
2,,Ronm,Kristin,1,Barracuda,Heart,21,32,"classic rock",spotify:track:4KfSdst7rW39C0sfhArdrz
2,,Ronm,Kristin,2,"The Pink Panther Theme - From ""The Pink Panther""","Henry Mancini, Plas Johnson",97,45,,spotify:track:0juPSJLFnLFim7BK6VzTes
2,,Ronm,Kristin,2,"Waiting for Tonight","Jennifer Lopez",44,16,,spotify:track:5yaCquc7koPqtgj7v0lwHX
2,,Ronm,Kristin,3,"Crazy Train","Ozzy Osbourne",14,69,"heavy metal",spotify:track:7ACxUo21jtTHzy7ZEV56vU
2,,Ronm,Mashew,1,"Hockey Monkey","The Zambonis, James Kochalka",100,41,,spotify:track:2lkQ0RO3LVX2L4g4wz5fSO
2,,Ronm,Mashew,2,"Sweet Avenue","Jets To Brazil",63,60,,spotify:track:5MtYwSungnCDRopSOVlzFh
2,,Ronm,Mashew,2,"I'm Shipping Up To Boston","Dropkick Murphys",26,72,,spotify:track:7rSERmjAT38lC5QhJ8hnQc
2,,Ronm,Mashew,1,"Vasoline - 2019 Remaster","Stone Temple Pilots",46,63,,spotify:track:4fjsOdrWMaKf70x21h5XbX
2,,Ronm,Mashew,1,Undertale,"Toby Fox",49,47,,spotify:track:2FZ99j224ohiGLavqjijza
2,,Ronm,Mashew,3,"Bidi Bidi Bom Bom",Selena,56,97,,spotify:track:0o9Vr0BGIQPh32staLHcuU
2,,Ronm,Mashew,2,"Me and Julio Down by the Schoolyard","Me First and the Gimme Gimmes",81,74,,spotify:track:0KGr1YuoGsLL1mZV0DK8go
2,,Ronm,Mashew,3,"Feel the Pain","Dinosaur Jr.",42,25,,spotify:track:6xUMt58RCX98m7g0KcMwAS
2,,Ronm,Mashew,1,Chanbara,"At the Drive-In",60,54,,spotify:track:5Gh7uZTnZx3bpCyGaY7wpt
2,,Ronm,Ronm,0,"Going to California - Remaster","Led Zeppelin",31,26,,spotify:track:70gbuMqwNBE2Y5rkQJE9By
2,,Ronm,"Sasha Mariana",2,"Ain't Got Rhythm","Phineas, Sherman",94,35,,spotify:track:41vXrvl9HIfUpijbIgi5R6
2,,Ronm,"Sasha Mariana",2,"Black Swan","Thom Yorke",29,83,,spotify:track:3R7bfoEKPkxaukeC3ZSn4o
2,,Ronm,"Sasha Mariana",3,Africa,TOTO,6,53,80s,spotify:track:2374M0fQpWi3dLnB54qaLX
2,,Ronm,"Sasha Mariana",2,"Smells Like Teen Spirit",Nirvana,1,68,Grunge,spotify:track:5ghIJDpPoe3CfHMGu71E6T
2,,Ronm,"Sasha Mariana",2,"Lost Woods (From ""Legend of Zelda: Ocarina of Time"")","Koji Kondo, OST Remastered",97,31,,spotify:track:7qQlZvDKyqZKsjLdiezLju
2,,Ronm,"Sasha Mariana",1,"Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix","Jennifer Lopez, Jadakiss, Styles P",87,43,,spotify:track:4ZOyH6KjomjlqCz3oFqglr
2,,Ronm,"Sasha Mariana",2,"I Will Survive",CAKE,35,46,,spotify:track:4THrHKyBL0yaDDw9yg37Zk
2,,Ronm,"Sasha Mariana",1,Just,Radiohead,3,24,alternative,spotify:track:1dyTcli07c77mtQK3ahUZR
2,,Ronm,"Sasha Mariana",2,"Enter Sandman (Remastered)",Metallica,6,53,,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ
2,,Ronm,gregamariani,1,"With A Little Help From My Friends - Remastered 2009","The Beatles",31,42,,spotify:track:2RnPATK99oGOZygnD2GTO6
2,,Ronm,gregamariani,2,"99 Luftballons",Nena,22,21,80s,spotify:track:2IJftBfq7pJ43tfnOR0RB3
2,,Ronm,gregamariani,1,"I Feel So","Box Car Racer",48,83,,spotify:track:1Igy3egsujfV4WphlW0B7K
2,,Ronm,gregamariani,2,"Beverly Hills",Weezer,21,70,"alternative rock",spotify:track:1yKu2MhpwzDXXH2tzG6xoa
2,,Ronm,gregamariani,2,"Linus And Lucy","Vince Guaraldi Trio",47,16,,spotify:track:5N96qwzTDhbf2y6FWAVz4c
2,,Ronm,gregamariani,2,"Sway - From ""Shall We Dance""","Movie Sounds Unlimited",96,43,,spotify:track:7ipoen14ur2ThMyvYyPjWz
2,,Ronm,gregamariani,3,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic",61,51,,spotify:track:5r96TaQquRrlo3Ym3ZlSL2
2,,Ronm,gregamariani,2,"Can't Stop","Red Hot Chili Peppers",3,46,rock,spotify:track:4BcS4LomxUnQpzx4hCaJTs
2,,Ronm,gregamariani,4,Mother,Danzig,23,39,"hard rock",spotify:track:7txxAtOMwLLnQTpKeBL6bp
2,,Ronm,jellydru,0,"Great at Crime","OR3O, The Musical Ghost",98,44,,spotify:track:1vkgVKTsovqLrC4ZHREqXh
2,,Ronm,jellydru,2,"Naked In Manhattan","Chappell Roan",9,77,pop,spotify:track:3y4W93JOKprkNgdnTaDvTF
2,,Ronm,jellydru,2,"(Don't Fear) The Reaper","Blue Öyster Cult",13,47,"classic rock",spotify:track:5QTxFnGygVM4jFQiBovmRo
2,,Ronm,jellydru,1,"Pinned My Dreams On A Shooting Star",Worthikids,79,100,,spotify:track:7JnawDlUpjOYhxnZcUdGZ7
2,,Ronm,lorimariani,8,"Don't Stop Believin'",Journey,11,66,"classic rock",spotify:track:77NNZQSqzLNqh2A9JhLRkg
2,,Ronm,lorimariani,6,"1979 - Remastered 2012","The Smashing Pumpkins",7,52,,spotify:track:5QLHGv0DfpeXLNFo7SFEy1
2,,Ronm,lorimariani,5,Everlong,"Foo Fighters",1,81,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk
2,,Ronm,lorimariani,4,"California Love - Original Version","2Pac, Roger, Dr. Dre",80,79,,spotify:track:3ia3dJETSOllPsv3LJkE35
2,,Ronm,lorimariani,4,"Free Bird","Lynyrd Skynyrd",12,62,"classic rock",spotify:track:5EWPGh7jbTNO2wakv8LjUI
2,,Ronm,lorimariani,5,"Breezin'","George Benson",56,47,,spotify:track:1m3BAsNsQAaSNMD2M6vlKY
2,,Ronm,lorimariani,3,"Love Don't Cost a Thing","Jennifer Lopez",44,34,,spotify:track:1fgvJXlcZ7uIddMpqsqw0L
2,,Ronm,lorimariani,3,"Killing Me Softly with His Song","Fugees, Ms. Lauryn Hill",79,32,,spotify:track:0EKow7JeCxHtweqQyVy5ko
2,,Ronm,lorimariani,5,"Sweet Child O' Mine","Guns N' Roses",4,25,rock,spotify:track:7snQQk1zcKl8gZ92AnueZW
2,,Ronm,lorimariani,3,"Lose Yourself",Eminem,10,36,rap,spotify:track:5Z01UMMf7V1o0MzF86s6WJ
2,,Ronm,margs,1,22,"Taylor Swift",19,32,pop,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA
2,,Ronm,margs,1,"Dark Blue","Jack's Mannequin",40,52,,spotify:track:2XFOuxF5xUZ00RaVfaIdw2
2,,Ronm,margs,1,Vienna,"Billy Joel",6,38,"classic rock",spotify:track:4U45aEWtQhrm8A5mxPaFZ7
2,,Ronm,margs,3,"Sweet Child O' Mine","Guns N' Roses",4,25,rock,spotify:track:7snQQk1zcKl8gZ92AnueZW
2,,Ronm,margs,2,"Theme From Jurassic Park","John Williams",58,16,,spotify:track:2TZbQZXOuR8osP2AK8yYMN
2,,Ronm,margs,2,"I'm Real (feat. Ja Rule) - Murder Remix","Jennifer Lopez, Ja Rule",92,58,,spotify:track:6MLsahMK3VvH9NUwXOktdS
2,,Ronm,margs,2,"I Wanna Dance With Somebody (Live)","Ben Rector",92,39,,spotify:track:6JuPPW11wSDBELUZ9CSHu1
2,,Ronm,margs,3,"Piano Man","Billy Joel",10,31,"classic rock",spotify:track:70C4NyhjD5OZUMzvWZ3njJ
2,,Ronm,margs,3,"Yeah! (feat. Lil Jon & Ludacris)","USHER, Lil Jon, Ludacris",78,59,,spotify:track:5rb9QrpfcKFHM1EUbSIurX
2,,Ronm,missmara,2,"Rebel Gene","Thomas Mudrick",93,59,,spotify:track:0coiC3yiiQVSqbGBNzNgkr
2,,Ronm,missmara,4,"Song 2 - 2012 Remaster",Blur,10,62,rock,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
2,,Ronm,missmara,2,Cayucos,Cayucas,67,46,,spotify:track:5VUe6B0429dz4a4yysYZS1
2,,Ronm,missmara,4,"Come Out and Play","The Offspring",25,78,"punk rock",spotify:track:5JJDu0Z5DKe7mR31MGksSg
2,,Ronm,missmara,1,"BATTLE WITHOUT HONOR OR HUMANITY",HOTEI,66,90,,spotify:track:0PH3OkM1QnIyb44VhFVbca
2,,Ronm,missmara,3,Criminal,"Fiona Apple",19,72,"female vocalists",spotify:track:6PNvv1dmDbOWrAYwEcuKBX
2,,Ronm,missmara,2,"Lake Of Fire - Live",Nirvana,31,36,,spotify:track:4UJmPSJsBsIR1U0N79BU1g
2,,Ronm,missmara,1,"Leaving The Light","Genesis Owusu",68,86,,spotify:track:35nOLWeyoXbZvhcczCzQit
2,,Ronm,mmariani13,2,"2000 Light Years Away","Green Day",51,83,,spotify:track:6pM25DLzJb5oWj74d3ElXI
2,,Ronm,mmariani13,1,"River Of Deceit","Mad Season",46,23,,spotify:track:3e2fDgC93LGc9Lbdvr6I9k
2,,Ronm,mmariani13,1,"Frances Farmer Will Have Her Revenge On Seattle",Nirvana,29,52,,spotify:track:06B04lID9HGPwPWwBkTQfU
2,,Ronm,mmariani13,2,"Star Spangled Banner - Live at The Woodstock Music & Art Fair, August 18, 1969","Jimi Hendrix",69,100,,spotify:track:5nJ9WqiiVz9Rz6a2xLhHlZ
2,,Ronm,mmariani13,1,"Gold Digger","Kanye West, Jamie Foxx",7,41,Hip-Hop,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ
2,,Ronm,mmariani13,3,Hallelujah,"Jeff Buckley",12,25,beautiful,spotify:track:3pRaLNL3b8x5uBOcsgvdqM
2,,Ronm,mmariani13,2,Bullion,Millencolin,63,56,,spotify:track:5HYdtUpSLQHXfrCGlK5nPu
2,,"Sasha Mariana",Kristin,1,"Hunger Strike","Temple Of The Dog",32,68,Grunge,spotify:track:0W7AbEauB7cP4pidLclApe
2,,"Sasha Mariana",Kristin,1,"Empire State Of Mind","JAŸ-Z, Alicia Keys",90,47,,spotify:track:2igwFfvr1OAGX9SKDCPBwO
2,,"Sasha Mariana",Kristin,2,Barracuda,Heart,21,32,"classic rock",spotify:track:4KfSdst7rW39C0sfhArdrz
2,,"Sasha Mariana",Kristin,2,"The Pink Panther Theme - From ""The Pink Panther""","Henry Mancini, Plas Johnson",97,45,,spotify:track:0juPSJLFnLFim7BK6VzTes
2,,"Sasha Mariana",Kristin,2,"Nothing Compares 2 U - Live At SiriusXM/2015","Chris Cornell",68,44,,spotify:track:0tUELgOuOJ3KCsYMDDsNvD
2,,"Sasha Mariana",Kristin,2,"Crazy Train","Ozzy Osbourne",14,69,"heavy metal",spotify:track:7ACxUo21jtTHzy7ZEV56vU
2,,"Sasha Mariana",Mashew,3,"Sweet Avenue","Jets To Brazil",63,60,,spotify:track:5MtYwSungnCDRopSOVlzFh
2,,"Sasha Mariana",Mashew,1,"I'm Shipping Up To Boston","Dropkick Murphys",26,72,,spotify:track:7rSERmjAT38lC5QhJ8hnQc
2,,"Sasha Mariana",Mashew,3,Undertale,"Toby Fox",49,47,,spotify:track:2FZ99j224ohiGLavqjijza
2,,"Sasha Mariana",Mashew,2,"Bidi Bidi Bom Bom",Selena,56,97,,spotify:track:0o9Vr0BGIQPh32staLHcuU
2,,"Sasha Mariana",Mashew,4,"Me and Julio Down by the Schoolyard","Me First and the Gimme Gimmes",81,74,,spotify:track:0KGr1YuoGsLL1mZV0DK8go
2,,"Sasha Mariana",Mashew,2,Chanbara,"At the Drive-In",60,54,,spotify:track:5Gh7uZTnZx3bpCyGaY7wpt
2,,"Sasha Mariana",Ronm,6,"Going to California - Remaster","Led Zeppelin",31,26,,spotify:track:70gbuMqwNBE2Y5rkQJE9By
2,,"Sasha Mariana",Ronm,3,"Funk #49","James Gang",59,34,,spotify:track:5h6SovHOYpIMlAkafxcbq3
2,,"Sasha Mariana",Ronm,4,"End Of The Line","Traveling Wilburys",49,64,,spotify:track:4HA2jo7wkMdN1lmLO6ryzE
2,,"Sasha Mariana",Ronm,3,"Smoke on the Water","Deep Purple",23,61,,spotify:track:5SAUIWdZ04OxYfJFDchC7S
2,,"Sasha Mariana",Ronm,1,"Angel Eyes","Tamara Walker",95,64,,spotify:track:1Tim3HlIUPKjpSePxxfTYB
2,,"Sasha Mariana",Ronm,2,Hurt,"Johnny Cash",9,47,country,spotify:track:28cnXtME493VX9NOw9cIUh
2,,"Sasha Mariana",Ronm,5,"Fortunate Son","Creedence Clearwater Revival",6,56,"classic rock",spotify:track:4BP3uh0hFLFRb5cjsgLqDh
2,,"Sasha Mariana",Ronm,2,"30 Days In The Hole","Humble Pie",70,100,,spotify:track:3KG03fcha5gJBLyze9919W
2,,"Sasha Mariana",gregamariani,4,"With A Little Help From My Friends - Remastered 2009","The Beatles",31,42,,spotify:track:2RnPATK99oGOZygnD2GTO6
2,,"Sasha Mariana",gregamariani,5,"99 Luftballons",Nena,22,21,80s,spotify:track:2IJftBfq7pJ43tfnOR0RB3
2,,"Sasha Mariana",gregamariani,3,"Beverly Hills",Weezer,21,70,"alternative rock",spotify:track:1yKu2MhpwzDXXH2tzG6xoa
2,,"Sasha Mariana",gregamariani,2,"Knights of Cydonia",Muse,8,55,"alternative rock",spotify:track:7ouMYWpwJ422jRcDASZB7P
2,,"Sasha Mariana",gregamariani,1,"Linus And Lucy","Vince Guaraldi Trio",47,16,,spotify:track:5N96qwzTDhbf2y6FWAVz4c
2,,"Sasha Mariana",gregamariani,5,"Sway - From ""Shall We Dance""","Movie Sounds Unlimited",96,43,,spotify:track:7ipoen14ur2ThMyvYyPjWz
2,,"Sasha Mariana",gregamariani,5,"Can't Stop","Red Hot Chili Peppers",3,46,rock,spotify:track:4BcS4LomxUnQpzx4hCaJTs
2,,"Sasha Mariana",gregamariani,4,Mother,Danzig,23,39,"hard rock",spotify:track:7txxAtOMwLLnQTpKeBL6bp
2,,"Sasha Mariana",jellydru,1,"Great at Crime","OR3O, The Musical Ghost",98,44,,spotify:track:1vkgVKTsovqLrC4ZHREqXh
2,,"Sasha Mariana",jellydru,2,"Naked In Manhattan","Chappell Roan",9,77,pop,spotify:track:3y4W93JOKprkNgdnTaDvTF
2,,"Sasha Mariana",jellydru,3,"(Don't Fear) The Reaper","Blue Öyster Cult",13,47,"classic rock",spotify:track:5QTxFnGygVM4jFQiBovmRo
2,,"Sasha Mariana",jellydru,1,"Pinned My Dreams On A Shooting Star",Worthikids,79,100,,spotify:track:7JnawDlUpjOYhxnZcUdGZ7
2,,"Sasha Mariana",lorimariani,5,"Don't Stop Believin'",Journey,11,66,"classic rock",spotify:track:77NNZQSqzLNqh2A9JhLRkg
2,,"Sasha Mariana",lorimariani,4,"1979 - Remastered 2012","The Smashing Pumpkins",7,52,,spotify:track:5QLHGv0DfpeXLNFo7SFEy1
2,,"Sasha Mariana",lorimariani,3,Everlong,"Foo Fighters",1,81,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk
2,,"Sasha Mariana",lorimariani,2,"California Love - Original Version","2Pac, Roger, Dr. Dre",80,79,,spotify:track:3ia3dJETSOllPsv3LJkE35
2,,"Sasha Mariana",lorimariani,4,"Free Bird","Lynyrd Skynyrd",12,62,"classic rock",spotify:track:5EWPGh7jbTNO2wakv8LjUI
2,,"Sasha Mariana",lorimariani,4,"Breezin'","George Benson",56,47,,spotify:track:1m3BAsNsQAaSNMD2M6vlKY
2,,"Sasha Mariana",lorimariani,1,"Love Don't Cost a Thing","Jennifer Lopez",44,34,,spotify:track:1fgvJXlcZ7uIddMpqsqw0L
2,,"Sasha Mariana",lorimariani,4,"Killing Me Softly with His Song","Fugees, Ms. Lauryn Hill",79,32,,spotify:track:0EKow7JeCxHtweqQyVy5ko
2,,"Sasha Mariana",lorimariani,2,"Lose Yourself",Eminem,10,36,rap,spotify:track:5Z01UMMf7V1o0MzF86s6WJ
2,,"Sasha Mariana",margs,3,"Dark Blue","Jack's Mannequin",40,52,,spotify:track:2XFOuxF5xUZ00RaVfaIdw2
2,,"Sasha Mariana",margs,3,Vienna,"Billy Joel",6,38,"classic rock",spotify:track:4U45aEWtQhrm8A5mxPaFZ7
2,,"Sasha Mariana",margs,1,"I'm Real (feat. Ja Rule) - Murder Remix","Jennifer Lopez, Ja Rule",92,58,,spotify:track:6MLsahMK3VvH9NUwXOktdS
2,,"Sasha Mariana",margs,1,"I Wanna Dance With Somebody (Live)","Ben Rector",92,39,,spotify:track:6JuPPW11wSDBELUZ9CSHu1
2,,"Sasha Mariana",margs,3,"Yeah! (feat. Lil Jon & Ludacris)","USHER, Lil Jon, Ludacris",78,59,,spotify:track:5rb9QrpfcKFHM1EUbSIurX
2,,"Sasha Mariana",missmara,1,"Rebel Gene","Thomas Mudrick",93,59,,spotify:track:0coiC3yiiQVSqbGBNzNgkr
2,,"Sasha Mariana",missmara,4,"Song 2 - 2012 Remaster",Blur,10,62,rock,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
2,,"Sasha Mariana",missmara,3,"Come Out and Play","The Offspring",25,78,"punk rock",spotify:track:5JJDu0Z5DKe7mR31MGksSg
2,,"Sasha Mariana",missmara,6,"BATTLE WITHOUT HONOR OR HUMANITY",HOTEI,66,90,,spotify:track:0PH3OkM1QnIyb44VhFVbca
2,,"Sasha Mariana",missmara,2,Criminal,"Fiona Apple",19,72,"female vocalists",spotify:track:6PNvv1dmDbOWrAYwEcuKBX
2,,"Sasha Mariana",missmara,1,"Shimmy Shimmy Ya","Ol' Dirty Bastard",40,86,,spotify:track:3ABG1UQTk0eLYUAeWkmfMi
2,,"Sasha Mariana",missmara,2,"Leaving The Light","Genesis Owusu",68,86,,spotify:track:35nOLWeyoXbZvhcczCzQit
2,,"Sasha Mariana",mmariani13,1,"2000 Light Years Away","Green Day",51,83,,spotify:track:6pM25DLzJb5oWj74d3ElXI
2,,"Sasha Mariana",mmariani13,3,"River Of Deceit","Mad Season",46,23,,spotify:track:3e2fDgC93LGc9Lbdvr6I9k
2,,"Sasha Mariana",mmariani13,5,"Frances Farmer Will Have Her Revenge On Seattle",Nirvana,29,52,,spotify:track:06B04lID9HGPwPWwBkTQfU
2,,"Sasha Mariana",mmariani13,1,"Star Spangled Banner - Live at The Woodstock Music & Art Fair, August 18, 1969","Jimi Hendrix",69,100,,spotify:track:5nJ9WqiiVz9Rz6a2xLhHlZ
2,,"Sasha Mariana",mmariani13,5,"Gold Digger","Kanye West, Jamie Foxx",7,41,Hip-Hop,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ
2,,"Sasha Mariana",mmariani13,4,Hallelujah,"Jeff Buckley",12,25,beautiful,spotify:track:3pRaLNL3b8x5uBOcsgvdqM
2,,"Sasha Mariana",mmariani13,4,"Let's Go Crazy",Prince,42,43,,spotify:track:6FMIVQPZg9cmMY8hPxAacD
2,,"Sasha Mariana",mmariani13,1,Bullion,Millencolin,63,56,,spotify:track:5HYdtUpSLQHXfrCGlK5nPu
2,,gregamariani,Kristin,1,"I'll Be There for You - Theme From ""Friends""","The Rembrandts",60,64,,spotify:track:15tHagkk8z306XkyOHqiip
2,,gregamariani,Kristin,4,"Hunger Strike","Temple Of The Dog",32,68,Grunge,spotify:track:0W7AbEauB7cP4pidLclApe
2,,gregamariani,Kristin,3,"Empire State Of Mind","JAŸ-Z, Alicia Keys",90,47,,spotify:track:2igwFfvr1OAGX9SKDCPBwO
2,,gregamariani,Kristin,1,Barracuda,Heart,21,32,"classic rock",spotify:track:4KfSdst7rW39C0sfhArdrz
2,,gregamariani,Kristin,1,"Waiting for Tonight","Jennifer Lopez",44,16,,spotify:track:5yaCquc7koPqtgj7v0lwHX
2,,gregamariani,Kristin,5,"Crazy Train","Ozzy Osbourne",14,69,"heavy metal",spotify:track:7ACxUo21jtTHzy7ZEV56vU
2,,gregamariani,Mashew,2,"Hockey Monkey","The Zambonis, James Kochalka",100,41,,spotify:track:2lkQ0RO3LVX2L4g4wz5fSO
2,,gregamariani,Mashew,3,"I'm Shipping Up To Boston","Dropkick Murphys",26,72,,spotify:track:7rSERmjAT38lC5QhJ8hnQc
2,,gregamariani,Mashew,2,"Vasoline - 2019 Remaster","Stone Temple Pilots",46,63,,spotify:track:4fjsOdrWMaKf70x21h5XbX
2,,gregamariani,Mashew,5,Undertale,"Toby Fox",49,47,,spotify:track:2FZ99j224ohiGLavqjijza
2,,gregamariani,Mashew,5,"Bidi Bidi Bom Bom",Selena,56,97,,spotify:track:0o9Vr0BGIQPh32staLHcuU
2,,gregamariani,Ronm,4,"Going to California - Remaster","Led Zeppelin",31,26,,spotify:track:70gbuMqwNBE2Y5rkQJE9By
2,,gregamariani,Ronm,2,"Funk #49","James Gang",59,34,,spotify:track:5h6SovHOYpIMlAkafxcbq3
2,,gregamariani,Ronm,1,"Me and Bobby McGee","Janis Joplin",34,37,,spotify:track:1IqFh00G2kvvMm8pRMpehA
2,,gregamariani,Ronm,4,"Smoke on the Water","Deep Purple",23,61,,spotify:track:5SAUIWdZ04OxYfJFDchC7S
2,,gregamariani,Ronm,3,Jessica,"Allman Brothers Band",53,34,,spotify:track:2tVQhBSJ1SQtb4gX0taaiR
2,,gregamariani,Ronm,1,"Angel Eyes","Tamara Walker",95,64,,spotify:track:1Tim3HlIUPKjpSePxxfTYB
2,,gregamariani,Ronm,3,Hurt,"Johnny Cash",9,47,country,spotify:track:28cnXtME493VX9NOw9cIUh
2,,gregamariani,Ronm,5,"Fortunate Son","Creedence Clearwater Revival",6,56,"classic rock",spotify:track:4BP3uh0hFLFRb5cjsgLqDh
2,,gregamariani,"Sasha Mariana",1,"Black Swan","Thom Yorke",29,83,,spotify:track:3R7bfoEKPkxaukeC3ZSn4o
2,,gregamariani,"Sasha Mariana",2,Africa,TOTO,6,53,80s,spotify:track:2374M0fQpWi3dLnB54qaLX
2,,gregamariani,"Sasha Mariana",2,"Lost Woods (From ""Legend of Zelda: Ocarina of Time"")","Koji Kondo, OST Remastered",97,31,,spotify:track:7qQlZvDKyqZKsjLdiezLju
