season,round_number,voter,submitter,points,title,artist,submitted_obscurity,submitted_energy_pct,submitted_top_tag,spotify_uri
1,5,Tj,missmara,1,"Check the Lock",clipping.,63,85,,spotify:track:6VWsWgliFma9IFL2NlQ1H7
1,5,jac,"Jonathan Black",-1,"30,000 Pounds of Bananas - Live; 1975","Harry Chapin",85,24,,spotify:track:1jXky83x0PR5nrRbAleiJC
1,5,jac,Mashew,1,"Long Legged Larry","Aesop Rock",75,38,,spotify:track:0OX9lzZxKlbtn3c2d97uqz
1,5,jac,"Michael Layous",1,"For Nancy ('Cos It Already Is)","Pete Yorn",73,40,,spotify:track:2Vin9asYhJvyvBvGMAyi0f
1,5,jac,"Philip Chapin",3,"Father and Son - Live in London","Flight of the Conchords, Jemaine Clement, Bret McKenzie",98,10,,spotify:track:37ZpnrZEiA9roiTZDBz6dw
1,5,jac,SusieQ,2,Galahad,"Josh Ritter",84,22,,spotify:track:2lWY3EmnZuH2b1f3Sjh5J8
1,5,jac,"Voltron’s YoungLion",1,"Mr. Shorty","Marty Robbins",78,35,,spotify:track:1I6883eWftxG6oq5SYWPXd
1,5,missmara,"Jonathan Black",-1,"30,000 Pounds of Bananas - Live; 1975","Harry Chapin",85,24,,spotify:track:1jXky83x0PR5nrRbAleiJC
1,5,missmara,Mashew,2,"Long Legged Larry","Aesop Rock",75,38,,spotify:track:0OX9lzZxKlbtn3c2d97uqz
1,5,missmara,"Michael Layous",1,"For Nancy ('Cos It Already Is)","Pete Yorn",73,40,,spotify:track:2Vin9asYhJvyvBvGMAyi0f
1,5,missmara,"Philip Chapin",2,"Father and Son - Live in London","Flight of the Conchords, Jemaine Clement, Bret McKenzie",98,10,,spotify:track:37ZpnrZEiA9roiTZDBz6dw
1,5,missmara,SusieQ,1,Galahad,"Josh Ritter",84,22,,spotify:track:2lWY3EmnZuH2b1f3Sjh5J8
1,5,missmara,Tj,1,"Roller Skates","Steel Pulse",69,23,,spotify:track:3ciMXKwXlLCFcQCyhKblZs
