season,round_number,voter,submitter,points,title,artist,submitted_obscurity,submitted_energy_pct,submitted_top_tag,spotify_uri
1,5,missmara,jac,1,Regulate,"Warren G, Nate Dogg",30,69,Hip-Hop,spotify:track:7nYvUtkQMx1v80S2FH2s9J
1,6,"Jonathan Black",Mashew,0,"Where's The Catch? (feat. André 3000)","James Blake, André 3000",90,77,,spotify:track:7omij53d6AvXefx13NNyfn
1,6,"Jonathan Black","Michael Layous",0,"He Can Only Hold Her","Amy Winehouse",20,89,soul,spotify:track:0sSdFMuYrn3N9moumV466B
1,6,"Jonathan Black","Philip Chapin",2,"Stop Fucking With My Head","Karise Eden",94,,,spotify:track:2SwkTlANMqzoEMw6k1YaNU
1,6,"Jonathan Black","Sarah S",1,"Welcome to Hard Times","Charley Crockett",67,46,,spotify:track:0tij6loXatN15kmrAjWWRr
1,6,"Jonathan Black",SusieQ,3,"You Ain't Alone","Alabama Shakes",58,38,,spotify:track:6QYVVHpGvyl77uqfPGZDSu
1,6,"Jonathan Black",Tj,0,"When I Come To You","Jonny Lang",83,43,,spotify:track:2he2lkInF7eCoIlsyZsUMC
1,6,"Jonathan Black",jac,2,"Dust in My Bones","Cottonfield Blues, Lyra Stone, Reid Hollis",98,39,,spotify:track:2pcqcTamItjb6XOmhZ9dDr
1,6,"Jonathan Black",missmara,-1,i,"Kendrick Lamar",13,33,rap,spotify:track:7wdzLe2Gsx1RGqbvYZHASz
1,6,Mashew,"Michael Layous",2,"He Can Only Hold Her","Amy Winehouse",20,89,soul,spotify:track:0sSdFMuYrn3N9moumV466B
1,6,Mashew,"Philip Chapin",1,"Stop Fucking With My Head","Karise Eden",94,,,spotify:track:2SwkTlANMqzoEMw6k1YaNU
1,6,Mashew,"Sarah S",-1,"Welcome to Hard Times","Charley Crockett",67,46,,spotify:track:0tij6loXatN15kmrAjWWRr
1,6,Mashew,SusieQ,2,"You Ain't Alone","Alabama Shakes",58,38,,spotify:track:6QYVVHpGvyl77uqfPGZDSu
1,6,Mashew,missmara,3,i,"Kendrick Lamar",13,33,rap,spotify:track:7wdzLe2Gsx1RGqbvYZHASz
1,6,"Michael Layous","Jonathan Black",1,"Going Down","Freddie King",62,61,,spotify:track:2wnjZXcAT3rCjjqxLeHjv7
1,6,"Michael Layous",Mashew,4,"Where's The Catch? (feat. André 3000)","James Blake, André 3000",90,77,,spotify:track:7omij53d6AvXefx13NNyfn
1,6,"Michael Layous",jac,3,"Dust in My Bones","Cottonfield Blues, Lyra Stone, Reid Hollis",98,39,,spotify:track:2pcqcTamItjb6XOmhZ9dDr
1,6,"Michael Layous",missmara,-1,i,"Kendrick Lamar",13,33,rap,spotify:track:7wdzLe2Gsx1RGqbvYZHASz
1,6,"Philip Chapin","Jonathan Black",1,"Going Down","Freddie King",62,61,,spotify:track:2wnjZXcAT3rCjjqxLeHjv7
1,6,"Philip Chapin",Mashew,1,"Where's The Catch? (feat. André 3000)","James Blake, André 3000",90,77,,spotify:track:7omij53d6AvXefx13NNyfn
1,6,"Philip Chapin","Michael Layous",2,"He Can Only Hold Her","Amy Winehouse",20,89,soul,spotify:track:0sSdFMuYrn3N9moumV466B
1,6,"Philip Chapin","Sarah S",1,"Welcome to Hard Times","Charley Crockett",67,46,,spotify:track:0tij6loXatN15kmrAjWWRr
1,6,"Philip Chapin",SusieQ,1,"You Ain't Alone","Alabama Shakes",58,38,,spotify:track:6QYVVHpGvyl77uqfPGZDSu
1,6,"Philip Chapin",Tj,-1,"When I Come To You","Jonny Lang",83,43,,spotify:track:2he2lkInF7eCoIlsyZsUMC
1,6,"Philip Chapin",jac,1,"Dust in My Bones","Cottonfield Blues, Lyra Stone, Reid Hollis",98,39,,spotify:track:2pcqcTamItjb6XOmhZ9dDr
1,6,"Philip Chapin",missmara,1,i,"Kendrick Lamar",13,33,rap,spotify:track:7wdzLe2Gsx1RGqbvYZHASz
1,6,"Sarah S","Jonathan Black",4,"Going Down","Freddie King",62,61,,spotify:track:2wnjZXcAT3rCjjqxLeHjv7
1,6,"Sarah S",SusieQ,4,"You Ain't Alone","Alabama Shakes",58,38,,spotify:track:6QYVVHpGvyl77uqfPGZDSu
1,6,"Sarah S",missmara,-1,i,"Kendrick Lamar",13,33,rap,spotify:track:7wdzLe2Gsx1RGqbvYZHASz
1,6,SusieQ,"Jonathan Black",2,"Going Down","Freddie King",62,61,,spotify:track:2wnjZXcAT3rCjjqxLeHjv7
1,6,SusieQ,"Michael Layous",2,"He Can Only Hold Her","Amy Winehouse",20,89,soul,spotify:track:0sSdFMuYrn3N9moumV466B
1,6,SusieQ,"Sarah S",2,"Welcome to Hard Times","Charley Crockett",67,46,,spotify:track:0tij6loXatN15kmrAjWWRr
1,6,SusieQ,jac,2,"Dust in My Bones","Cottonfield Blues, Lyra Stone, Reid Hollis",98,39,,spotify:track:2pcqcTamItjb6XOmhZ9dDr
1,6,SusieQ,missmara,-1,i,"Kendrick Lamar",13,33,rap,spotify:track:7wdzLe2Gsx1RGqbvYZHASz
1,6,Tj,"Jonathan Black",1,"Going Down","Freddie King",62,61,,spotify:track:2wnjZXcAT3rCjjqxLeHjv7
1,6,Tj,Mashew,-1,"Where's The Catch? (feat. André 3000)","James Blake, André 3000",90,77,,spotify:track:7omij53d6AvXefx13NNyfn
1,6,Tj,"Michael Layous",2,"He Can Only Hold Her","Amy Winehouse",20,89,soul,spotify:track:0sSdFMuYrn3N9moumV466B
1,6,Tj,"Sarah S",3,"Welcome to Hard Times","Charley Crockett",67,46,,spotify:track:0tij6loXatN15kmrAjWWRr
1,6,Tj,SusieQ,1,"You Ain't Alone","Alabama Shakes",58,38,,spotify:track:6QYVVHpGvyl77uqfPGZDSu
1,6,Tj,jac,1,"Dust in My Bones","Cottonfield Blues, Lyra Stone, Reid Hollis",98,39,,spotify:track:2pcqcTamItjb6XOmhZ9dDr
1,6,jac,"Jonathan Black",1,"Going Down","Freddie King",62,61,,spotify:track:2wnjZXcAT3rCjjqxLeHjv7
1,6,jac,Mashew,1,"Where's The Catch? (feat. André 3000)","James Blake, André 3000",90,77,,spotify:track:7omij53d6AvXefx13NNyfn
1,6,jac,"Michael Layous",1,"He Can Only Hold Her","Amy Winehouse",20,89,soul,spotify:track:0sSdFMuYrn3N9moumV466B
1,6,jac,"Philip Chapin",-1,"Stop Fucking With My Head","Karise Eden",94,,,spotify:track:2SwkTlANMqzoEMw6k1YaNU
1,6,jac,"Sarah S",2,"Welcome to Hard Times","Charley Crockett",67,46,,spotify:track:0tij6loXatN15kmrAjWWRr
1,6,jac,SusieQ,1,"You Ain't Alone","Alabama Shakes",58,38,,spotify:track:6QYVVHpGvyl77uqfPGZDSu
1,6,jac,Tj,1,"When I Come To You","Jonny Lang",83,43,,spotify:track:2he2lkInF7eCoIlsyZsUMC
1,6,jac,missmara,1,i,"Kendrick Lamar",13,33,rap,spotify:track:7wdzLe2Gsx1RGqbvYZHASz
1,6,missmara,"Jonathan Black",1,"Going Down","Freddie King",62,61,,spotify:track:2wnjZXcAT3rCjjqxLeHjv7
1,6,missmara,Mashew,4,"Where's The Catch? (feat. André 3000)","James Blake, André 3000",90,77,,spotify:track:7omij53d6AvXefx13NNyfn
1,6,missmara,"Michael Layous",1,"He Can Only Hold Her","Amy Winehouse",20,89,soul,spotify:track:0sSdFMuYrn3N9moumV466B
1,6,missmara,"Philip Chapin",0,"Stop Fucking With My Head","Karise Eden",94,,,spotify:track:2SwkTlANMqzoEMw6k1YaNU
1,6,missmara,"Sarah S",-1,"Welcome to Hard Times","Charley Crockett",67,46,,spotify:track:0tij6loXatN15kmrAjWWRr
1,6,missmara,SusieQ,1,"You Ain't Alone","Alabama Shakes",58,38,,spotify:track:6QYVVHpGvyl77uqfPGZDSu
1,6,missmara,Tj,0,"When I Come To You","Jonny Lang",83,43,,spotify:track:2he2lkInF7eCoIlsyZsUMC
1,6,missmara,jac,1,"Dust in My Bones","Cottonfield Blues, Lyra Stone, Reid Hollis",98,39,,spotify:track:2pcqcTamItjb6XOmhZ9dDr
1,6,missmara,missmara,0,i,"Kendrick Lamar",13,33,rap,spotify:track:7wdzLe2Gsx1RGqbvYZHASz
1,7,"Joe Quinto","Jonathan Black",1,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,"Joe Quinto",Mashew,1,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,"Joe Quinto","Michael Layous",0,Beams,"Arlo Parks",77,14,,spotify:track:4yNK2ybBbO7CiuSyTNvBc8
1,7,"Joe Quinto",Mollyjohnson,2,"The Ghost of Tom Joad","Bruce Springsteen",60,29,,spotify:track:4RaxnzmTN4bojbbEYtvXjk
1,7,"Joe Quinto","Philip Chapin",4,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,"Joe Quinto",Sarah,-1,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,"Joe Quinto","Sarah S",1,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,"Joe Quinto",SusieQ,0,Westfall,"Okkervil River",65,85,,spotify:track:45uW2Ev9c3iUUtpO5yQEOw
1,7,"Joe Quinto",Tj,1,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,7,"Joe Quinto",jac,0,"Run, Rabbit, Run!","Flanagan & Allen",78,27,,spotify:track:0HwSU5GzCClVScJFE6VZpM
1,7,"Joe Quinto",missmara,1,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,"Jonathan Black","Joe Quinto",0,"Long Black Veil","Mike Ness",84,51,,spotify:track:0csqJEOr3dDVzmXbv9HT79
1,7,"Jonathan Black",Mashew,1,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,"Jonathan Black","Michael Layous",-1,Beams,"Arlo Parks",77,14,,spotify:track:4yNK2ybBbO7CiuSyTNvBc8
1,7,"Jonathan Black",Mollyjohnson,1,"The Ghost of Tom Joad","Bruce Springsteen",60,29,,spotify:track:4RaxnzmTN4bojbbEYtvXjk
1,7,"Jonathan Black","Philip Chapin",3,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,"Jonathan Black",Sarah,0,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,"Jonathan Black","Sarah S",2,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,"Jonathan Black",SusieQ,2,Westfall,"Okkervil River",65,85,,spotify:track:45uW2Ev9c3iUUtpO5yQEOw
1,7,"Jonathan Black",Tj,1,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,7,"Jonathan Black",jac,0,"Run, Rabbit, Run!","Flanagan & Allen",78,27,,spotify:track:0HwSU5GzCClVScJFE6VZpM
1,7,"Jonathan Black",missmara,1,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,Mashew,"Michael Layous",-1,Beams,"Arlo Parks",77,14,,spotify:track:4yNK2ybBbO7CiuSyTNvBc8
1,7,Mashew,"Philip Chapin",3,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,Mashew,Sarah,2,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,Mashew,"Sarah S",1,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,Mashew,Tj,2,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,7,Mashew,missmara,3,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,"Michael Layous","Jonathan Black",1,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,"Michael Layous",Mollyjohnson,1,"The Ghost of Tom Joad","Bruce Springsteen",60,29,,spotify:track:4RaxnzmTN4bojbbEYtvXjk
1,7,"Michael Layous","Philip Chapin",2,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,"Michael Layous",Sarah,3,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,"Michael Layous",SusieQ,3,Westfall,"Okkervil River",65,85,,spotify:track:45uW2Ev9c3iUUtpO5yQEOw
1,7,"Michael Layous",Tj,-1,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,7,"Michael Layous",missmara,1,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,Mollyjohnson,"Joe Quinto",1,"Long Black Veil","Mike Ness",84,51,,spotify:track:0csqJEOr3dDVzmXbv9HT79
1,7,Mollyjohnson,"Jonathan Black",2,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,Mollyjohnson,Mashew,1,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,Mollyjohnson,"Philip Chapin",1,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,Mollyjohnson,Sarah,-1,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,Mollyjohnson,"Sarah S",1,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,Mollyjohnson,SusieQ,1,Westfall,"Okkervil River",65,85,,spotify:track:45uW2Ev9c3iUUtpO5yQEOw
1,7,Mollyjohnson,Tj,2,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,7,Mollyjohnson,jac,1,"Run, Rabbit, Run!","Flanagan & Allen",78,27,,spotify:track:0HwSU5GzCClVScJFE6VZpM
1,7,Mollyjohnson,missmara,1,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,"Philip Chapin","Joe Quinto",1,"Long Black Veil","Mike Ness",84,51,,spotify:track:0csqJEOr3dDVzmXbv9HT79
1,7,"Philip Chapin","Jonathan Black",3,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,"Philip Chapin",Mashew,2,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,"Philip Chapin","Michael Layous",1,Beams,"Arlo Parks",77,14,,spotify:track:4yNK2ybBbO7CiuSyTNvBc8
1,7,"Philip Chapin","Sarah S",1,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,"Philip Chapin",Tj,-1,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,7,"Philip Chapin",jac,3,"Run, Rabbit, Run!","Flanagan & Allen",78,27,,spotify:track:0HwSU5GzCClVScJFE6VZpM
1,7,Sarah,"Joe Quinto",-1,"Long Black Veil","Mike Ness",84,51,,spotify:track:0csqJEOr3dDVzmXbv9HT79
1,7,Sarah,"Jonathan Black",3,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,Sarah,"Michael Layous",1,Beams,"Arlo Parks",77,14,,spotify:track:4yNK2ybBbO7CiuSyTNvBc8
1,7,Sarah,Mollyjohnson,1,"The Ghost of Tom Joad","Bruce Springsteen",60,29,,spotify:track:4RaxnzmTN4bojbbEYtvXjk
1,7,Sarah,"Philip Chapin",1,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,Sarah,SusieQ,1,Westfall,"Okkervil River",65,85,,spotify:track:45uW2Ev9c3iUUtpO5yQEOw
1,7,Sarah,Tj,1,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,7,Sarah,jac,1,"Run, Rabbit, Run!","Flanagan & Allen",78,27,,spotify:track:0HwSU5GzCClVScJFE6VZpM
1,7,Sarah,missmara,2,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,"Sarah S","Jonathan Black",3,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,"Sarah S",Mashew,1,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,"Sarah S","Philip Chapin",3,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,"Sarah S",Sarah,-1,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,"Sarah S",SusieQ,1,Westfall,"Okkervil River",65,85,,spotify:track:45uW2Ev9c3iUUtpO5yQEOw
1,7,"Sarah S",jac,2,"Run, Rabbit, Run!","Flanagan & Allen",78,27,,spotify:track:0HwSU5GzCClVScJFE6VZpM
1,7,"Sarah S",missmara,1,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,SusieQ,"Joe Quinto",1,"Long Black Veil","Mike Ness",84,51,,spotify:track:0csqJEOr3dDVzmXbv9HT79
1,7,SusieQ,"Jonathan Black",3,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,SusieQ,Mashew,1,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,SusieQ,Mollyjohnson,1,"The Ghost of Tom Joad","Bruce Springsteen",60,29,,spotify:track:4RaxnzmTN4bojbbEYtvXjk
1,7,SusieQ,"Philip Chapin",3,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,SusieQ,Sarah,-1,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,SusieQ,"Sarah S",1,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,SusieQ,jac,1,"Run, Rabbit, Run!","Flanagan & Allen",78,27,,spotify:track:0HwSU5GzCClVScJFE6VZpM
1,7,Tj,"Joe Quinto",2,"Long Black Veil","Mike Ness",84,51,,spotify:track:0csqJEOr3dDVzmXbv9HT79
1,7,Tj,"Jonathan Black",1,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,Tj,Mashew,1,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,Tj,"Michael Layous",1,Beams,"Arlo Parks",77,14,,spotify:track:4yNK2ybBbO7CiuSyTNvBc8
1,7,Tj,Mollyjohnson,-1,"The Ghost of Tom Joad","Bruce Springsteen",60,29,,spotify:track:4RaxnzmTN4bojbbEYtvXjk
1,7,Tj,"Philip Chapin",1,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,Tj,Sarah,1,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,Tj,"Sarah S",1,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,Tj,SusieQ,1,Westfall,"Okkervil River",65,85,,spotify:track:45uW2Ev9c3iUUtpO5yQEOw
1,7,Tj,jac,1,"Run, Rabbit, Run!","Flanagan & Allen",78,27,,spotify:track:0HwSU5GzCClVScJFE6VZpM
1,7,Tj,missmara,1,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,jac,"Joe Quinto",1,"Long Black Veil","Mike Ness",84,51,,spotify:track:0csqJEOr3dDVzmXbv9HT79
1,7,jac,"Jonathan Black",2,"Shankill Butchers","The Decemberists",54,38,,spotify:track:3XnmHCsBIO4cDW73UUrtkA
1,7,jac,Mashew,1,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,jac,Mollyjohnson,1,"The Ghost of Tom Joad","Bruce Springsteen",60,29,,spotify:track:4RaxnzmTN4bojbbEYtvXjk
1,7,jac,"Philip Chapin",1,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,jac,Sarah,-1,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,jac,"Sarah S",1,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,jac,SusieQ,1,Westfall,"Okkervil River",65,85,,spotify:track:45uW2Ev9c3iUUtpO5yQEOw
1,7,jac,Tj,1,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,7,jac,missmara,2,"System Preferences","Tera Melos",81,92,,spotify:track:3QnCm1WofA1nsWO3CWFu3t
1,7,missmara,Mashew,3,Mosquito,Model/Actriz,66,98,,spotify:track:3SsXEH9Z7JZ0mdcn5gF4oR
1,7,missmara,"Michael Layous",-1,Beams,"Arlo Parks",77,14,,spotify:track:4yNK2ybBbO7CiuSyTNvBc8
1,7,missmara,"Philip Chapin",2,"Red Right Hand - 2011 Remaster","Nick Cave & The Bad Seeds",51,64,,spotify:track:0jVo3e34A15l6MNu1O3cfa
1,7,missmara,Sarah,4,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne, Kendrick Lamar",85,76,,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
1,7,missmara,"Sarah S",0,"In Hell I'll Be in Good Company","The Dead South",53,32,,spotify:track:4eMxLQtSdgxdA1Hs6D2YuN
1,7,missmara,Tj,2,"Pennywise - 2005 Remaster",Pennywise,50,72,,spotify:track:1WaEl2RKIUq7gxakfucrch
1,8,"Joe Quinto","Jonathan Black",4,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,"Joe Quinto","Michael Layous",0,"Summer Babe - Winter Version",Pavement,57,67,,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD
1,8,"Joe Quinto",Sarah,-1,"Black & White","Juice WRLD",23,66,"emo rap",spotify:track:1fCeXjoRExPP2qwSBh2aST
1,8,"Joe Quinto","Sarah S",1,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,"Joe Quinto",SusieQ,2,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,"Joe Quinto","Voltron’s YoungLion",0,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,"Joe Quinto",jac,3,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,8,"Joe Quinto",missmara,1,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,"Jonathan Black","Joe Quinto",1,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,"Jonathan Black",Mashew,2,"David Bowie Wants Ideas",Bongwater,91,50,,spotify:track:5uxZ7bEBWDpZZEtzuo5VB1
1,8,"Jonathan Black","Michael Layous",1,"Summer Babe - Winter Version",Pavement,57,67,,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD
1,8,"Jonathan Black",Mollyjohnson,-1,"Rescue Me",Y&T,82,76,,spotify:track:5V0AWCNERrcnKoDixpaTqP
1,8,"Jonathan Black","Philip Chapin",1,"Don't Take The Money",Bleachers,37,55,,spotify:track:3ySU5vwQB33iGulwcUL9qQ
1,8,"Jonathan Black",Sarah,0,"Black & White","Juice WRLD",23,66,"emo rap",spotify:track:1fCeXjoRExPP2qwSBh2aST
1,8,"Jonathan Black","Sarah S",1,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,"Jonathan Black",SusieQ,2,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,"Jonathan Black","Voltron’s YoungLion",1,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,"Jonathan Black",jac,1,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,8,"Jonathan Black",missmara,1,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,Mashew,"Joe Quinto",1,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,Mashew,"Jonathan Black",-1,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,Mashew,Mollyjohnson,1,"Rescue Me",Y&T,82,76,,spotify:track:5V0AWCNERrcnKoDixpaTqP
1,8,Mashew,"Philip Chapin",2,"Don't Take The Money",Bleachers,37,55,,spotify:track:3ySU5vwQB33iGulwcUL9qQ
1,8,Mashew,"Sarah S",1,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,Mashew,SusieQ,1,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,Mashew,"Voltron’s YoungLion",1,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,Mashew,jac,1,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,8,Mashew,missmara,3,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,"Michael Layous","Joe Quinto",-1,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,"Michael Layous","Jonathan Black",1,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,"Michael Layous",Mollyjohnson,1,"Rescue Me",Y&T,82,76,,spotify:track:5V0AWCNERrcnKoDixpaTqP
